# Honeycomb lattice (flower)
# 30 spins
# Long-range
0.030070;0.099789;-0.038596;-0.074074;-0.023727;0.000571;-0.002969;-0.023727;-0.033478;0.021554;0.007697;0.038597;0.033478;-0.013717;;0.024056;-0.240563;-2.694299;2.694299;0.240563;0.038596;0.009259;0.038597;-0.370369;-0.007051;0.000571;0.033478;-0.192450;-0.370369;-2.694299;
0.030070;-0.033478;-0.023727;-0.002969;0.007697;0.021554;-0.074074;-0.038597;0.099789;0.000571;-0.023727;-0.370369;-2.694313;0.038597;0.024056;;0.009259;0.033479;0.000571;-0.007051;-0.013717;-0.240565;-0.370369;0.038597;0.240561;2.694313;-2.694313;-0.192450;0.038597;0.033479;
0.240563;2.694290;-2.694304;-0.240563;-0.038596;0.038596;0.009259;-0.038596;-0.370372;0.099789;0.033478;0.099789;0.033478;-0.033479;-0.240563;0.009259;;-2.694304;-0.370370;-0.192450;-0.370370;0.192449;-0.370372;2.694290;-0.024056;-0.033479;-0.038596;0.240563;0.038596;-0.038596;
0.099789;0.240563;-0.370370;-0.038596;0.009259;0.033478;-0.023727;-0.074074;-0.038596;0.030070;0.000571;-0.038596;0.009259;-0.023727;-2.694299;0.033479;-2.694304;;-2.694294;-0.370370;-0.192450;-0.038596;0.240564;-2.694284;0.000571;0.030070;0.099789;-0.370371;-0.192450;-0.370370;
0.033478;0.038596;-0.192450;0.038596;0.033478;0.024056;-0.013717;-0.023727;0.009259;0.000571;-0.007051;-0.074074;-0.023727;-0.002969;2.694299;0.000571;-0.370370;-2.694294;;-2.694304;-0.370370;-0.033478;0.099789;-0.240561;0.007697;0.021554;0.030070;-0.038596;0.038596;0.240563;
0.009259;-0.038596;-0.370370;0.240563;0.099789;0.033478;-0.007051;0.000571;0.033479;-0.023727;-0.013717;-0.023727;-0.013717;0.007697;0.240563;-0.007051;-0.192450;-0.370370;-2.694304;;-2.694304;-0.024056;0.033479;-0.038596;0.007128;0.007697;0.000571;0.009259;0.033478;0.099789;
-0.038596;-0.240561;-2.694294;2.694299;0.240563;0.038596;0.000571;0.030070;0.099789;-0.074074;-0.023727;0.000571;-0.007051;0.021554;0.038596;-0.013717;-0.370370;-0.192450;-0.370370;-2.694304;;-0.033478;0.009259;0.038596;0.007697;-0.002969;-0.023727;0.033478;0.024056;0.033478;
0.240561;-0.370369;-0.038596;0.009259;0.033478;0.099789;-0.240565;-2.694313;2.694266;0.038596;-0.038597;0.038596;-0.038597;-0.370375;0.009259;-0.240565;0.192449;-0.038596;-0.033478;-0.024056;-0.033478;;2.694266;-0.370369;-0.192450;-0.370375;-2.694313;0.240561;0.099789;0.033478;
-0.038597;0.192451;-0.038596;-0.033478;-0.024056;-0.033479;0.099789;0.240563;-0.370370;0.009259;0.033478;-0.370370;-0.192449;0.038596;0.038597;-0.370369;-0.370372;0.240564;0.099789;0.033479;0.009259;2.694266;;2.694350;-0.038596;-0.240563;-2.694256;-2.694313;-0.240562;-0.038596;
-0.038597;-0.370370;0.240563;0.099789;0.033478;0.009259;-0.033478;-0.038596;0.192451;-0.033479;-0.024056;-0.240562;-0.038596;0.009259;-0.370369;0.038597;2.694290;-2.694284;-0.240561;-0.038596;0.038596;-0.370369;2.694350;;0.033478;0.099790;0.240563;-2.694313;-0.370370;-0.192450;
0.009259;0.033478;0.000571;-0.007051;-0.013717;-0.023727;0.240561;-0.370369;-0.038596;0.033478;0.099789;0.033478;0.099789;-2.694266;-0.007051;0.240561;-0.024056;0.000571;0.007697;0.007128;0.007697;-0.192450;-0.038596;0.033478;;-2.694266;-0.370369;0.009259;-0.023727;-0.013717;
0.033478;0.009259;-0.023727;-0.013717;-0.007051;0.000571;0.038597;-0.192451;0.038596;0.024056;0.033479;0.038596;0.240562;-0.370370;0.000571;2.694313;-0.033479;0.030070;0.021554;0.007697;-0.002969;-0.370375;-0.240563;0.099790;-2.694266;;-2.694350;-0.038597;-0.074074;-0.023727;
0.099789;-0.038596;-0.074074;-0.023727;0.000571;0.030070;-0.038597;-0.370370;0.240563;0.033478;0.009259;-0.192449;-0.370370;-0.192451;0.033478;-2.694313;-0.038596;0.099789;0.030070;0.000571;-0.023727;-2.694313;-2.694256;0.240563;-0.370369;-2.694350;;-0.370369;-0.038596;0.009259;
-0.074074;-0.038597;0.099789;0.030070;0.000571;-0.023727;0.030070;0.099789;-0.038597;-0.023727;0.000571;-2.694313;-0.370369;0.033478;-0.192450;-0.192450;0.240563;-0.370371;-0.038596;0.009259;0.033478;0.240561;-2.694313;-2.694313;0.009259;-0.038597;-0.370369;;-2.694313;-0.370371;
-0.023727;0.009259;0.033478;0.000571;-0.007051;-0.013717;0.021554;0.030070;-0.033479;-0.002969;0.007697;2.694350;0.240563;0.000571;-0.370369;0.038597;0.038596;-0.192450;0.038596;0.033478;0.024056;0.099789;-0.240562;-0.370370;-0.023727;-0.074074;-0.038596;-2.694313;;-2.694284;
0.000571;0.033478;0.009259;-0.023727;-0.013717;-0.007051;0.007697;0.000571;-0.024056;0.007697;0.007128;0.240564;0.099789;-0.007051;-2.694299;0.033479;-0.038596;-0.370370;0.240563;0.099789;0.033478;0.033478;-0.038596;-0.192450;-0.013717;-0.023727;0.009259;-0.370371;-2.694284;;
