# Honeycomb lattice (flower)
# 30 spins
# Long-range
;-2.694313;-0.370371;-0.192450;-0.370371;-2.694313;-0.192450;-0.370369;-2.694313;-2.694313;-0.370369;-0.023727;0.000571;-0.038597;0.030070;0.030070;0.240563;0.099789;0.033478;0.009259;-0.038596;0.240561;-0.038597;-0.038597;0.009259;0.033478;0.099789;-0.074074;-0.023727;0.000571;
-2.694313;;-2.694284;-0.370369;-0.192450;-0.370370;0.038597;0.240563;2.694350;-0.240562;-0.038596;-0.033479;-0.024056;0.099790;0.099789;-0.033478;2.694290;0.240563;0.038596;-0.038596;-0.240561;-0.370369;0.192451;-0.370370;0.033478;0.009259;-0.038596;-0.038597;0.009259;0.033478;
-0.370371;-2.694284;;-2.694299;-0.370370;-0.192450;0.033479;0.099789;0.240564;-0.038596;0.009259;0.030070;0.000571;0.030070;-0.038596;-0.023727;-2.694304;-0.370370;-0.192450;-0.370370;-2.694294;-0.038596;-0.038596;0.240563;0.000571;-0.023727;-0.074074;0.099789;0.033478;0.009259;
-0.192450;-0.370369;-2.694299;;-2.694299;-0.370369;0.024056;0.033478;0.038597;0.038597;0.033478;0.021554;0.007697;0.000571;-0.074074;-0.002969;-0.240563;-0.038596;0.038596;0.240563;2.694299;0.009259;-0.033478;0.099789;-0.007051;-0.013717;-0.023727;0.030070;0.000571;-0.023727;
-0.370371;-0.192450;-0.370370;-2.694299;;-2.694284;0.033479;0.009259;-0.038596;0.240564;0.099789;0.007697;0.007128;-0.023727;-0.023727;0.007697;-0.038596;0.009259;0.033478;0.099789;0.240563;0.033478;-0.024056;0.033478;-0.013717;-0.007051;0.000571;0.000571;-0.007051;-0.013717;
-2.694313;-0.370370;-0.192450;-0.370369;-2.694284;;0.038597;-0.038596;-0.240562;2.694350;0.240563;-0.002969;0.007697;-0.074074;0.000571;0.021554;0.038596;0.033478;0.024056;0.033478;0.038596;0.099789;-0.033479;0.009259;-0.023727;0.000571;0.030070;-0.023727;-0.013717;-0.007051;
-0.192450;0.038597;0.033479;0.024056;0.033479;0.038597;;-2.694313;-0.370369;-0.370369;-2.694313;0.000571;-0.023727;2.694313;-0.002969;-0.074074;0.009259;-0.023727;-0.013717;-0.007051;0.000571;-0.240565;0.099789;-0.033478;0.240561;0.038597;-0.038597;0.030070;0.021554;0.007697;
-0.370369;0.240563;0.099789;0.033478;0.009259;-0.038596;-2.694313;;-2.694256;-0.192449;-0.370370;0.033478;0.009259;-2.694350;-0.023727;-0.038597;-0.038596;-0.074074;-0.023727;0.000571;0.030070;-2.694313;0.240563;-0.038596;-0.370369;-0.192451;-0.370370;0.099789;0.030070;0.000571;
-2.694313;2.694350;0.240564;0.038597;-0.038596;-0.240562;-0.370369;-2.694256;;-0.370370;-0.192449;0.009259;0.033478;-0.240563;-0.033478;0.099789;-0.370372;-0.038596;0.009259;0.033479;0.099789;2.694266;-0.370370;0.192451;-0.038596;0.038596;0.240563;-0.038597;-0.033479;-0.024056;
-2.694313;-0.240562;-0.038596;0.038597;0.240564;2.694350;-0.370369;-0.192449;-0.370370;;-2.694256;-0.013717;-0.007051;0.038596;0.021554;0.000571;0.099789;0.030070;0.000571;-0.023727;-0.074074;0.038596;0.009259;-0.033479;0.033478;0.024056;0.033478;-0.023727;-0.002969;0.007697;
-0.370369;-0.038596;0.009259;0.033478;0.099789;0.240563;-2.694313;-0.370370;-0.192449;-2.694256;;-0.007051;-0.013717;0.240562;0.007697;-0.023727;0.033478;0.000571;-0.007051;-0.013717;-0.023727;-0.038597;0.033478;-0.024056;0.099789;0.033479;0.009259;0.000571;0.007697;0.007128;
-0.023727;-0.033479;0.030070;0.021554;0.007697;-0.002969;0.000571;0.033478;0.009259;-0.013717;-0.007051;;-2.694256;0.024056;0.038597;-0.370369;0.099789;-0.038596;-0.074074;-0.023727;0.000571;0.038596;-0.370370;-0.240562;0.033478;0.038596;-0.192449;-2.694313;2.694350;0.240564;
0.000571;-0.024056;0.000571;0.007697;0.007128;0.007697;-0.023727;0.009259;0.033478;-0.007051;-0.013717;-2.694256;;0.033479;0.033478;-2.694313;0.033478;0.009259;-0.023727;-0.013717;-0.007051;-0.038597;-0.192449;-0.038596;0.099789;0.240562;-0.370370;-0.370369;0.240563;0.099789;
-0.038597;0.099790;0.030070;0.000571;-0.023727;-0.074074;2.694313;-2.694350;-0.240563;0.038596;0.240562;0.024056;0.033479;;-0.013717;0.038597;-0.033479;-0.023727;-0.002969;0.007697;0.021554;-0.370375;0.038596;0.009259;-2.694266;-0.370370;-0.192451;0.033478;0.000571;-0.007051;
